Avg_Satisfaction_with_previous_vote,Number_of_valued_Kneset_members,Yearly_IncomeK,Overall_happiness_score,Avg_monthly_expense_when_under_age_21,Will_vote_only_large_party,Garden_sqr_meter_per_person_in_residancy_area,Is_Most_Important_Issue_Other,Is_Most_Important_Issue_Financial,Is_Most_Important_Issue_Environment,Is_Most_Important_Issue_Military,Is_Most_Important_Issue_Education,Is_Most_Important_Issue_Foreign_Affairs,Is_Most_Important_Issue_Social,Vote
0.570297271007,0.272727272727,0.392444230895,0.519026303285,0.570297271007,0.0,0.48685219536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.304160052504,0.0909090909091,0.766467837656,0.572100619668,0.304160052504,-1.0,0.792732394014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.418314404641,0.636363636364,0.608538275723,0.798506493132,0.418314404641,-1.0,0.32924060931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.310264428849,0.636363636364,0.464350346828,0.621900194282,0.310264428849,-1.0,0.433588087961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.510768908368,0.454545454545,0.522365540094,0.675744862972,0.510768908368,-1.0,0.509528586096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
0.35136065412,0.636363636364,0.542678366875,0.568478840291,0.35136065412,-1.0,0.526242521168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
0.348778445788,0.545454545455,0.521500374004,0.584810033604,0.348778445788,0.0,0.60121983358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.297999719333,0.818181818182,0.728338377371,0.877054962056,0.297999719333,1.0,0.317894349954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0.345619284995,0.272727272727,0.543690909451,0.566968311835,0.345619284995,0.0,0.536033712156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
0.307666250603,0.909090909091,0.53089252137,0.721527112636,0.307666250603,-1.0,0.539650418385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0.396416369171,0.181818181818,0.525642760558,0.658164269689,0.396416369171,0.0,0.405079524503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.451833762049,0.727272727273,0.415251496497,0.697260098718,0.451833762049,-1.0,0.436873932654,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.465178127054,0.454545454545,0.56976043706,0.667216667378,0.465178127054,-1.0,0.544336829189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.345248329692,0.454545454545,0.478855313335,0.500769554787,0.345248329692,-1.0,0.407243299595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.295371891186,0.636363636364,0.600551400913,0.77031082028,0.295371891186,-1.0,0.378547981125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.35898789869,0.454545454545,0.590467378287,0.769088057761,0.35898789869,-1.0,0.336815236407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0833601262875,0.545454545455,0.349772677261,0.747214781148,0.0833601262875,1.0,0.617440719632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0.339805600718,0.0,0.572789949285,0.621780495144,0.339805600718,-1.0,0.581291919095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.356126326166,0.454545454545,0.588287411164,0.748539975843,0.356126326166,-1.0,0.286129942989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.473105443906,0.636363636364,0.598801185003,0.761491976974,0.473105443906,-1.0,0.332499084191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.322327935492,0.545454545455,0.516013751925,0.587231852535,0.322327935492,-1.0,0.495014269682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.399827547432,0.727272727273,0.632074958549,0.77625891457,0.399827547432,-1.0,0.358312513627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.523944899617,0.545454545455,0.592348421906,0.789586320329,0.523944899617,-1.0,0.32102958961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.557948052122,0.272727272727,0.462255351215,0.489005587815,0.557948052122,-1.0,0.349733751357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.538791254359,0.454545454545,0.540434053106,0.61331682283,0.538791254359,0.0,0.535249240227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.465976482311,0.0909090909091,0.363623979074,0.664786905617,0.465976482311,-1.0,0.344400019653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
0.44854841843,0.0909090909091,0.481537470721,0.530407180812,0.44854841843,-1.0,0.356563374597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.436899945359,0.0,0.546863551897,0.420886417704,0.436899945359,0.0,0.498246512416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.486701390728,0.272727272727,0.485056488117,0.501778767638,0.486701390728,-1.0,0.46195417965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
0.364777427213,0.909090909091,0.58998439174,0.816406157281,0.364777427213,-1.0,0.304522929284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0.307696660405,0.454545454545,0.612702668497,0.65143963002,0.307696660405,-1.0,0.620117360561,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
0.368918132257,0.545454545455,0.440239077586,0.706014805134,0.368918132257,-1.0,0.348803694112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0.520319414905,0.454545454545,0.447960800819,0.719475650128,0.520319414905,-1.0,0.348962471406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0.365584031501,0.454545454545,0.546276658592,0.646935872993,0.365584031501,0.0,0.59330548187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.392622461758,0.454545454545,0.554704138223,0.576755581802,0.392775321324,-1.0,0.452633748823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.557420867958,0.0909090909091,0.484429654219,0.484934708618,0.557420867958,-1.0,0.366635730645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.337271095993,0.363636363636,0.438834832096,0.483172514077,0.337271095993,-1.0,0.353677836008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.368182814078,0.454545454545,0.539458964273,0.62445091706,0.368182814078,0.0,0.561751986382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
0.330938848438,0.363636363636,0.422889003565,0.464676388852,0.330938848438,-1.0,0.3400803976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.452410893593,0.636363636364,0.562767691996,0.664483503737,0.452410893593,-1.0,0.559404187576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
0.418150288862,0.0,0.454298601066,0.480195906009,0.418150288862,-1.0,0.306683754971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0.56719486588,0.727272727273,0.663922838728,0.759036790279,0.56719486588,1.0,0.747034738224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
0.363592204676,1.0,0.592551544728,0.679150141431,0.363592204676,-1.0,0.539613479668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.479070276756,0.181818181818,0.452820403857,0.483572914439,0.479070276756,-1.0,0.343615882749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.588103004563,0.0909090909091,0.450852740212,0.46512620795,0.588103004563,-1.0,0.371830422424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.433287094591,1.0,0.541552668998,0.608695023552,0.433287094591,-1.0,0.552223603186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.348506005478,0.818181818182,0.58959934188,0.596358716399,0.348506005478,-1.0,0.509421793169,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.303621861641,0.363636363636,0.453388696855,0.464282446663,0.303621861641,-1.0,0.392495609596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.442026510211,0.181818181818,0.497901583532,0.756898081949,0.442026510211,-1.0,0.34792064387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
0.41040202335,0.272727272727,0.571840357945,0.495739781391,0.410577176543,0.0,0.493495719685,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
0.401329739193,0.181818181818,0.469709427015,0.495703095485,0.401493516733,-1.0,0.358778292035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.42420047638,0.0909090909091,0.483778268535,0.450292252549,0.42420047638,0.0,0.546423580477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
0.289674922191,0.727272727273,0.625054279131,0.775794797576,0.289674922191,-1.0,0.290507417747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.423719141575,0.0909090909091,0.509961334954,0.539599194918,0.423719141575,-1.0,0.550631385747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.376707330207,0.727272727273,0.610206788394,0.819669786444,0.376707330207,-1.0,0.353975661671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.540749740964,0.727272727273,0.610878618039,0.813978160797,0.540749740964,-1.0,0.339750894429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.278477468577,0.0909090909091,0.51077060005,0.672164756639,0.278477468577,0.0,0.508995638583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
0.305770255832,0.272727272727,0.782305498036,0.602824607187,0.305770255832,-1.0,0.816109627711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.605844515979,0.545454545455,0.721363780219,0.868585804008,0.605844515979,1.0,0.248299222966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
0.47389883145,0.0,0.459875544431,0.50053675889,0.47389883145,-1.0,0.375353051354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0.495158675263,0.454545454545,0.580226318566,0.668574670775,0.495158675263,0.0,0.456819046303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.534634409656,0.272727272727,0.445972286763,0.389089727918,0.534634409656,-1.0,0.278981265782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.480581270123,0.909090909091,0.535935226844,0.675097090094,0.480581270123,-1.0,0.50205431171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.370629306505,0.363636363636,0.54625803957,0.584165281366,0.370629306505,-1.0,0.612575678817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.357790552293,0.181818181818,0.789979219388,0.582083141504,0.357899736452,-1.0,0.80501456725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0.597704205045,0.727272727273,0.692944487788,0.885891087702,0.597704205045,1.0,0.330351375113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.331011283495,0.272727272727,0.758193158906,0.573708160787,0.331011283495,-1.0,0.819663013872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
0.323229837622,0.818181818182,0.626141097515,0.828277371039,0.323295686422,-1.0,0.333711143499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.41207808291,0.0,0.773067338888,0.570094928525,0.41207808291,-1.0,0.811159331933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0.2858854761,0.909090909091,0.635832278787,0.80437387197,0.2858854761,-1.0,0.32077560968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.429723923326,0.818181818182,0.538986274944,0.627143422675,0.429723923326,-1.0,0.490945746118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.525405427064,0.363636363636,0.440015564984,0.497513764527,0.525405427064,-1.0,0.341740799617,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.417187482409,0.545454545455,0.596100591462,0.781881148977,0.417187482409,-1.0,0.373948313642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0.448105265277,0.727272727273,0.587689637478,0.757997848744,0.448105265277,-1.0,0.310914021697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0.40792724465,0.545454545455,0.462824704283,0.55592070744,0.40792724465,-1.0,0.392816031933,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0.33591473118,0.181818181818,0.56797403664,0.564884134484,0.33591473118,-1.0,0.579267324619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.426534996683,0.454545454545,0.565390467896,0.655893046889,0.426534996683,-1.0,0.562694899534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0.341419220219,0.272727272727,0.484548846883,0.520640594368,0.341419220219,-1.0,0.36890842667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.432205229862,0.181818181818,0.524176432821,0.497423399378,0.432205229862,0.0,0.595754578587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
0.330589368473,0.363636363636,0.503852692951,0.545909203877,0.330589368473,-1.0,0.531929190073,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.342619026172,0.181818181818,0.448301557075,0.484385735091,0.342619026172,-1.0,0.340269341918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.417871836021,0.363636363636,0.435790473605,0.649188451398,0.417871836021,0.0,0.467595896791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.338256122241,0.272727272727,0.51137718506,0.527983027995,0.338256122241,-1.0,0.620548820425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
0.355446668087,0.545454545455,0.469789860381,0.565945493973,0.355446668087,-1.0,0.601387160898,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
0.39682369987,0.454545454545,0.383190203635,0.653476921731,0.39682369987,-1.0,0.344945340741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0
0.455375024207,0.0909090909091,0.489151718281,0.493370447117,0.455375024207,-1.0,0.376660411481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.477361255329,0.454545454545,0.451872365421,0.539442715976,0.477361255329,0.0,0.582430267111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
0.330582471059,0.272727272727,0.475531363835,0.469248479022,0.330582471059,-1.0,0.307128260287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
0.330903292312,0.545454545455,0.43330674337,0.623420536819,0.330903292312,-1.0,0.44187658656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0.22988414314,0.636363636364,0.428758794746,0.492545073549,0.22988414314,1.0,0.61385002792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
0.310796987747,0.727272727273,0.577429976399,0.824142493294,0.310796987747,-1.0,0.358161288598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.37143309577,0.727272727273,0.582328190182,0.7570809644,0.37143309577,-1.0,0.322998903402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0.400119081518,0.0,0.460303476172,0.487782436303,0.400119081518,-1.0,0.345478669247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.305011697529,0.545454545455,0.508171409383,0.633795920173,0.305011697529,-1.0,0.437510069005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
0.537555630078,0.454545454545,0.462507082721,0.508858696061,0.537555630078,-1.0,0.485292097822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0.562356310738,0.0909090909091,0.407668702298,0.455973080168,0.562356310738,-1.0,0.261644088628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.291109084129,0.454545454545,0.554243347287,0.540842918926,0.291109084129,-1.0,0.466050400608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0.295272563553,0.0,0.474224644921,0.51769369892,0.295272563553,-1.0,0.40936091785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
0.397664663838,0.636363636364,0.585447214308,0.835030480381,0.397664663838,-1.0,0.335026804438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.376838768212,0.636363636364,0.384921794578,0.63545375769,0.376838768212,-1.0,0.466622633515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0.413092141722,0.181818181818,0.559909389307,0.53522283738,0.413092141722,-1.0,0.547992967593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.325292828909,0.0,0.456266844108,0.510511196244,0.325292828909,-1.0,0.366677193559,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.542930553714,0.727272727273,0.522950862807,0.644909882211,0.542930553714,-1.0,0.508545511018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0.23840612746,0.727272727273,0.67103734426,0.754259046329,0.23840612746,1.0,0.761783641785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0
0.363250990787,0.636363636364,0.630730745905,0.857330150305,0.363250990787,-1.0,0.359214243752,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
0.378394267275,0.636363636364,0.429457771004,0.589369642134,0.378394267275,-1.0,0.505546675887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.432900656912,0.636363636364,0.446908432475,0.60337862901,0.432900656912,-1.0,0.514514543672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0.379538626544,0.0,0.534164456876,0.554122588409,0.379538626544,-1.0,0.547233989657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.352719231745,0.727272727273,0.599373746736,0.611200565216,0.352719231745,-1.0,0.523527735714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
0.519558119235,0.363636363636,0.521939439187,0.427367608416,0.519870142241,0.0,0.460193623777,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.333773612688,0.909090909091,0.59775456325,0.838715654415,0.333773612688,-1.0,0.310928649543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.323101540039,0.0909090909091,0.466128837989,0.488668681256,0.323101540039,-1.0,0.388978402007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.28797038094,0.181818181818,0.507555048265,0.421756666365,0.28797038094,0.0,0.525466848043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.333394810258,0.818181818182,0.572340744893,0.728429746494,0.333394810258,-1.0,0.296632053894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.40065495675,0.545454545455,0.58652765833,0.644970908666,0.40065495675,-1.0,0.497423751082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
0.327148184378,1.0,0.510670786532,0.534489682626,0.327148184378,-1.0,0.411387470144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.306360789505,1.0,0.506357138656,0.671141720485,0.306360789505,-1.0,0.468551034529,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
0.313631594562,0.545454545455,0.442000934694,0.590768195427,0.313631594562,0.0,0.576805725096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.310629522975,0.0909090909091,0.506888425373,0.475036616033,0.310629522975,0.0,0.598650411384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
0.407786160425,0.0909090909091,0.515096436738,0.551244034548,0.407786160425,-1.0,0.611660737289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.484444536052,0.727272727273,0.522613553439,0.495961643963,0.484444536052,-1.0,0.457168332742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0.305309068864,0.0909090909091,0.45133905522,0.673016167235,0.305309068864,-1.0,0.377539888361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.422866758247,0.909090909091,0.600711445777,0.766152901809,0.422866758247,-1.0,0.339061158758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
0.360481018828,0.454545454545,0.527463621826,0.591909414549,0.360481018828,-1.0,0.544219140032,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.530067097274,0.363636363636,0.473436535204,0.515709407923,0.530067097274,-1.0,0.573762322866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.415972496988,0.272727272727,0.475864478307,0.673157171042,0.415972496988,0.0,0.529248503353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0.377217624331,0.454545454545,0.423242158396,0.701489160968,0.377217624331,-1.0,0.350076184731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
0.531033736138,0.909090909091,0.437373259969,0.681139026031,0.531033736138,-1.0,0.456703599516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
0.361390305232,0.272727272727,0.568765679816,0.630699153846,0.361390305232,-1.0,0.616990823282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
