Avg_Satisfaction_with_previous_vote,Number_of_valued_Kneset_members,Yearly_IncomeK,Overall_happiness_score,Avg_monthly_expense_when_under_age_21,Will_vote_only_large_party,Garden_sqr_meter_per_person_in_residancy_area,Is_Most_Important_Issue_Other,Is_Most_Important_Issue_Financial,Is_Most_Important_Issue_Environment,Is_Most_Important_Issue_Military,Is_Most_Important_Issue_Education,Is_Most_Important_Issue_Foreign_Affairs,Is_Most_Important_Issue_Social,IdentityCard_Num
0.332404203659,0.909090909091,0.637483249124,0.601474192089,0.332404203659,-1,0.524603501257,0,0,1,0,0,0,0,13
0.417563795388,0.0909090909091,0.585464182019,0.703650687153,0.417563795388,0,0.484717474883,0,0,0,1,0,0,0,14
0.523467399426,0.0,0.529698653571,0.53803510715,0.523467399426,-1,0.363208480937,0,1,0,0,0,0,0,15
0.915689704965,0.727272727273,0.729054859183,0.865256046004,0.915689704965,1,0.258622634826,0,0,0,0,1,0,0,16
0.430901061672,0.272727272727,0.503743632285,0.521703911085,0.430901061672,-1,0.361204698022,0,0,1,0,0,0,0,17
0.291514593359,0.0909090909091,0.645563892777,0.607228650661,0.291514593359,-1,0.610286131664,0,1,0,0,0,0,0,18
0.31188860084,0.0909090909091,0.722350908682,0.554201333143,0.31188860084,0,0.563232851707,0,0,0,0,0,1,0,19
0.342768671561,0.0909090909091,0.598655869121,0.563594962305,0.342768671561,-1,0.575953420643,0,1,0,0,0,0,0,20
0.303010845532,0.727272727273,0.725055180244,0.85638153896,0.303010845532,-1,0.348005051114,0,0,0,0,1,0,0,21
0.406222520454,0.363636363636,0.66367804747,0.832989060828,0.406222520454,-1,0.350567126774,0,1,0,0,0,0,0,22
0.355768629174,0.0,0.473689265313,0.498731857696,0.355768629174,-1,0.316267844538,0,1,0,0,0,0,0,23
0.305708717956,0.0,0.548325752528,0.501052909317,0.305708717956,0,0.519160641699,0,0,0,1,0,0,0,24
0.62593952018,0.545454545455,0.875157635121,0.840508021813,0.62593952018,1,0.725380828024,0,0,0,0,0,0,0,25
0.338003283992,0.454545454545,0.552702452987,0.716208135524,0.338003283992,-1,0.508445798597,0,0,0,0,0,0,0,26
0.367964335122,0.454545454545,0.594065726468,0.644177076569,0.367964335122,0,0.598331797399,0,0,0,0,0,1,0,27
0.451993848954,0.636363636364,0.639274734472,0.486511367858,0.451993848954,-1,0.50063844993,0,0,0,0,1,0,0,28
0.458233930762,0.0,0.696651581296,0.681008561938,0.458233930762,-1,0.647361852589,0,1,0,0,0,0,0,29
0.329676360415,0.181818181818,0.619792488991,0.583591403105,0.329676360415,-1,0.602363432019,0,0,0,0,0,0,1,30
0.27481002318,0.818181818182,0.680640613395,0.818488065552,0.27481002318,-1,0.314734641211,0,0,0,0,1,0,0,31
0.355201722277,0.454545454545,0.544262135186,0.867300583409,0.355201722277,-1,0.535799606915,0,0,0,0,0,0,1,32
0.425997188497,0.0909090909091,0.603551959319,0.623414123705,0.425997188497,-1,0.590377869601,0,1,0,0,0,0,0,33
0.293892768964,0.0,0.563893834166,0.556434462966,0.293892768964,0,0.643424870231,0,0,0,1,0,0,0,34
0.276019380045,0.363636363636,0.64865252515,0.586434854684,0.276019380045,-1,0.536546709797,0,1,0,0,0,0,0,35
0.310728694207,0.272727272727,0.586531836436,0.599537055115,0.310728694207,-1,0.577770465822,0,0,0,0,0,0,0,36
0.364871835044,0.272727272727,0.527455494517,0.484602281765,0.364871835044,-1,0.383229761195,0,0,0,0,0,0,0,37
0.902736116829,0.727272727273,0.162890980438,0.289041852926,0.902736116829,1,0.220401993109,0,0,0,0,0,0,0,38
0.355915031113,0.272727272727,0.538368019636,0.525502598303,0.355915031113,-1,0.408136180099,0,0,1,0,0,0,0,39
0.423377684431,0.0909090909091,0.493170873677,0.489020326818,0.423377684431,-1,0.337386133216,0,0,0,0,0,0,1,40
0.260562765402,0.545454545455,0.582358193571,0.582741045964,0.260562765402,-1,0.449804974348,0,1,0,0,0,0,0,41
0.401386635766,0.818181818182,0.635370704329,0.742999876285,0.401386635766,-1,0.462968338032,0,0,1,0,0,0,0,42
0.401802659556,0.545454545455,0.694021873727,0.706832920613,0.401802659556,-1,0.523553508032,0,0,0,0,0,0,0,43
0.573821772845,0.727272727273,0.662182677584,0.769945178581,0.573821772845,-1,0.521489420489,0,0,0,0,0,0,1,44
0.330795617536,0.363636363636,0.896850079077,0.633513566834,0.330795617536,-1,0.842581100005,0,0,0,0,1,0,0,45
0.4121617584,0.363636363636,0.470633913165,0.505369641274,0.4121617584,0,0.598302055564,1,0,0,0,0,0,0,46
0.392833675443,0.545454545455,0.614606601979,0.620357937083,0.392833675443,-1,0.396574497398,0,0,0,0,1,0,0,47
0.514145098906,0.636363636364,0.530710252102,0.682570867523,0.514145098906,-1,0.440271308545,0,0,0,0,0,0,1,48
0.4285402161,0.636363636364,0.726780699666,0.730275621102,0.4285402161,-1,0.458072703791,0,0,1,0,0,0,0,49
0.305137665263,0.454545454545,0.521649093494,0.537700858225,0.305137665263,-1,0.40695433456,0,0,0,0,1,0,0,50
0.40818753917,0.454545454545,0.557669348301,0.630777639673,0.40818753917,-1,0.460067848215,0,0,0,0,0,0,1,51
0.377256038323,0.181818181818,0.476496405251,0.657515669028,0.377256038323,0,0.509903626842,1,0,0,0,0,0,0,52
0.470384830682,0.181818181818,0.59070332225,0.704941477182,0.470384830682,0,0.562809217148,1,0,0,0,0,0,0,53
0.258840936999,0.272727272727,0.502472255907,0.493044831584,0.258840936999,-1,0.349947954846,0,0,0,0,0,0,0,54
0.272465530344,0.454545454545,0.551132699245,0.717196621559,0.272465530344,-1,0.430437823003,0,0,1,0,0,0,0,55
0.285941536367,0.272727272727,0.645602417788,0.604720284242,0.285941536367,-1,0.605285799711,0,0,0,0,0,0,0,56
0.521669915253,0.272727272727,0.6170163012,0.596594532288,0.521669915253,-1,0.56608825386,0,0,1,0,0,0,0,57
0.308097306678,0.545454545455,0.524568889525,0.532238429994,0.308097306678,-1,0.478933867295,0,1,0,0,0,0,0,58
0.381491697206,0.423662549556,0.865015627116,0.615215018713,0.381491697206,-1,0.850808222346,0,0,1,0,0,0,0,59
0.371487879936,0.909090909091,0.52731649378,0.695614724396,0.371487879936,-1,0.500521100576,0,0,0,0,1,0,0,60
0.570987858645,0.181818181818,0.489839610122,0.540757739534,0.570987858645,-1,0.298047379948,0,1,0,0,0,0,0,61
0.44685275307,0.363636363636,0.469408821227,0.607969105859,0.44685275307,0,0.585452404875,0,0,0,1,0,0,0,62
0.296338076163,0.181818181818,0.878958944805,0.637482525574,0.296338076163,-1,0.846560131055,0,0,0,0,0,0,0,63
0.275927097763,0.545454545455,0.664438747703,0.793959900482,0.275927097763,-1,0.46352561051,0,1,0,0,0,0,0,64
0.295240081383,0.272727272727,0.494173254261,0.694621654748,0.295240081383,-1,0.387633669725,0,0,0,0,0,0,1,65
0.286483399807,0.363636363636,0.60727532399,0.583910494759,0.286483399807,-1,0.605736272865,0,0,1,0,0,0,0,66
0.544962369461,0.818181818182,0.627922325208,0.607563558609,0.544962369461,-1,0.48896474626,0,0,0,0,1,0,0,67
0.618512782873,0.545454545455,0.925485888154,0.486018041821,0.618512782873,1,0.0928474997602,0,0,1,0,0,0,0,68
0.475505370322,0.363636363636,0.554476888418,0.524843099159,0.475505370322,-1,0.393113829353,0,0,0,0,1,0,0,69
0.361128855343,0.272727272727,0.622886924934,0.662756547169,0.361128855343,-1,0.607783407825,0,0,1,0,0,0,0,70
0.525888757297,0.181818181818,0.507814578441,0.493668032812,0.525888757297,-1,0.404606157887,0,0,0,0,0,0,1,71
0.295354417849,0.0,0.519622411129,0.52940027468,0.295354417849,-1,0.389294238539,0,1,0,0,0,0,0,72
0.281531436755,0.818181818182,0.518392280784,0.564479921951,0.281531436755,-1,0.528426409233,0,0,0,0,0,0,0,73
0.521868139784,0.0909090909091,0.506612421091,0.491673117024,0.521868139784,-1,0.384221746598,0,0,0,0,0,0,1,74
0.332626660864,0.272727272727,0.508980511635,0.738779661363,0.332626660864,-1,0.358110408363,0,0,0,0,0,0,1,75
0.280128462459,0.636363636364,0.705676399318,0.658987220005,0.280128462459,-1,0.547520241643,0,0,0,0,0,0,1,76
0.388355381227,0.0,0.601610161983,0.723808283495,0.388355381227,0,0.516833327713,0,0,0,1,0,0,0,77
0.382945115633,0.818181818182,0.560296366739,0.608616448053,0.382945115633,-1,0.464080242269,0,0,0,0,0,0,0,78
0.555305311771,0.545454545455,0.797950657909,0.446750572154,0.555305311771,1,0.795073263951,0,0,1,0,0,0,0,79
0.604689754948,1.0,0.905306156545,0.805691644851,0.604689754948,1,0.202552846577,0,0,0,0,1,0,0,80
0.288726196443,0.0,0.542861203175,0.577057480736,0.288726196443,0,0.541705158191,0,0,0,1,0,0,0,81
0.361617969396,0.0909090909091,0.612854618794,0.507506303507,0.361617969396,0,0.406024819561,0,0,0,1,0,0,0,82
0.26404267887,0.727272727273,0.421204047544,0.857966801053,0.26404267887,1,0.307478006431,0,0,0,0,1,0,0,83
0.393174443091,0.181818181818,0.479584984173,0.533468908014,0.393174443091,-1,0.335280811292,0,0,0,0,0,0,0,84
0.335565836772,0.363636363636,0.731040826663,0.84822852,0.335565836772,-1,0.322747157955,0,1,0,0,0,0,0,85
0.262581655724,0.423662549556,0.900601909844,0.629361305933,0.262581655724,-1,0.83078162076,0,0,0,0,1,0,0,86
0.704652498337,0.727272727273,0.187031364014,0.60918154855,0.704652498337,1,0.742355594209,0,0,0,0,0,0,0,87
0.725936460267,0.727272727273,0.43250651838,0.834032481752,0.725936460267,1,0.22451313361,0,0,0,0,0,0,0,88
0.932723878875,0.363636363636,0.554906426477,0.590232302858,0.932723878875,1,0.932129138351,0,1,0,0,0,0,0,89
0.509357772266,0.818181818182,0.743366687405,0.872662727482,0.509357772266,-1,0.343440088196,0,0,0,0,1,0,0,90
0.378481887078,0.363636363636,0.542616038595,0.467358483569,0.378481887078,0,0.514757473913,0,0,0,1,0,0,0,91
0.287716125828,0.272727272727,0.559242252683,0.558344355981,0.287742857478,-1,0.663901789989,0,0,0,0,0,0,0,92
0.507901838256,0.0909090909091,0.534282604373,0.518016796312,0.507901838256,-1,0.408707005765,0,0,0,0,0,0,1,93
0.546143780768,0.363636363636,0.624102189884,0.51210059614,0.546143780768,0,0.410337608779,1,0,0,0,0,0,0,94
0.290412803054,0.545454545455,0.827638683579,0.625353838445,0.290412803054,-1,0.803338575349,0,0,0,0,1,0,0,95
0.326114152806,0.454545454545,0.428756812525,0.667404671797,0.326114152806,-1,0.369605991734,0,0,0,0,1,0,0,96
0.518497022556,0.363636363636,0.468051330121,0.47401149256,0.518497022556,-1,0.361365565494,0,0,1,0,0,0,0,97
0.508194700118,0.545454545455,0.625948626235,0.546406071995,0.508372602509,-1,0.492929154364,0,0,0,0,0,0,1,98
0.366442906978,0.181818181818,0.483598586423,0.510461975514,0.366442906978,-1,0.340661464737,0,0,0,0,0,0,1,99
0.431877466939,0.818181818182,0.511911854352,0.702960265602,0.431877466939,-1,0.448831377464,0,0,0,0,0,0,0,100
0.547065376098,0.454545454545,0.716556312883,0.832253937518,0.547065376098,-1,0.371275775593,0,1,0,0,0,0,0,101
0.422884116151,0.636363636364,0.538495449684,0.631442429047,0.422884116151,-1,0.442359935,0,0,1,0,0,0,0,102
0.296259734656,0.0,0.511272972098,0.504496774967,0.296259734656,-1,0.398562246313,0,1,0,0,0,0,0,103
0.297570999378,0.363636363636,0.865797212528,0.636185448738,0.297570999378,-1,0.843513139497,0,0,0,0,1,0,0,104
0.254305081847,0.0,0.479623048634,0.689033193622,0.254305081847,-1,0.36145854348,0,1,0,0,0,0,0,105
0.337880051022,0.636363636364,0.618556530941,0.555878784304,0.337880051022,-1,0.450041400128,0,0,0,0,1,0,0,106
0.315059546163,0.363636363636,0.493335351363,0.634721259551,0.315059546163,0,0.438932168973,0,0,0,1,0,0,0,107
0.72399120195,0.363636363636,0.49190982111,0.146354667042,0.72399120195,1,0.432459621386,0,0,0,0,0,0,1,108
0.562378939392,0.272727272727,0.617518531534,0.585265311827,0.562378939392,-1,0.582526239728,0,0,0,0,0,0,0,109
0.798448978627,0.727272727273,0.13222364355,0.732901617728,0.798448978627,1,0.620756354173,0,0,1,0,0,0,0,110
0.605981103308,0.636363636364,0.330724912542,0.697812633479,0.605981103308,1,0.635829956893,0,0,1,0,0,0,0,111
0.277455137521,0.545454545455,0.576082889583,0.502749807961,0.277455137521,-1,0.435832021179,0,0,0,0,1,0,0,112
0.454165090525,0.727272727273,0.536655261701,0.548290405082,0.454165090525,-1,0.417942781684,0,0,0,0,1,0,0,113
0.298203618849,0.545454545455,0.704443108669,0.856718089574,0.298203618849,-1,0.333051269628,0,0,1,0,0,0,0,114
0.573033590857,0.181818181818,0.525125542193,0.514575440136,0.573033590857,-1,0.370133679236,0,0,0,0,0,0,1,115
0.608892192542,0.818181818182,0.272901895896,0.442273404175,0.608892192542,1,0.101715661736,0,0,1,0,0,0,0,116
0.368633653795,0.545454545455,0.678360381681,0.848412194836,0.368633653795,-1,0.323955913611,0,0,1,0,0,0,0,117
0.375494350265,0.181818181818,0.886481416128,0.611048190373,0.375494350265,-1,0.794552257159,0,0,0,0,0,0,0,118
0.575672958993,0.363636363636,0.488745605048,0.366880493371,0.575672958993,1,0.146761951832,0,1,0,0,0,0,0,119
0.851237418516,0.818181818182,0.248374746434,0.749494144562,0.851237418516,1,0.637241598554,0,0,1,0,0,0,0,120
0.305355782153,0.0909090909091,0.507695053555,0.504111059982,0.305355782153,-1,0.375875621359,0,1,0,0,0,0,0,121
0.461632410379,0.636363636364,0.71967576336,0.845859828674,0.461632410379,-1,0.37037160434,0,0,1,0,0,0,0,122
0.299045099053,0.454545454545,0.542303126768,0.568644908941,0.299045099053,0,0.482783618096,0,0,0,0,0,1,0,123
0.743631261166,0.909090909091,0.944272655163,0.730134443331,0.743631261166,1,0.288065976845,0,0,1,0,0,0,0,124
0.785312541587,0.545454545455,0.233614209726,0.254934078975,0.785312541587,1,0.225636135571,0,0,0,0,0,0,0,125
0.314639094162,0.363636363636,0.591887096064,0.626999471994,0.314639094162,-1,0.52038031454,0,1,0,0,0,0,0,126
0.305125745915,0.181818181818,0.539703674593,0.521934447123,0.305125745915,-1,0.371474367973,0,0,0,0,0,0,1,127
0.782962268247,1.0,0.878378941929,0.756247871102,0.782962268247,1,0.461601579965,0,0,0,0,1,0,0,128
0.908307079447,0.909090909091,0.785029972085,0.911710664507,0.908307079447,1,0.0442416553448,0,0,0,0,1,0,0,129
0.308416368538,0.363636363636,0.609551642864,0.652781279687,0.308416368538,-1,0.548236309067,0,1,0,0,0,0,0,130
0.427866908099,0.818181818182,0.772607407362,0.8345554171,0.427866908099,-1,0.383959091457,0,0,0,0,1,0,0,131
0.447847063059,0.636363636364,0.686564291747,0.811105628307,0.447847063059,-1,0.350982039689,0,1,0,0,0,0,0,132
0.30061947959,0.727272727273,0.618606319365,0.705366624886,0.30061947959,-1,0.491295045908,0,0,0,0,0,0,0,133
0.439258193089,0.545454545455,0.513137314262,0.538615638073,0.439258193089,-1,0.491967135345,0,1,0,0,0,0,0,134
0.527211011292,0.545454545455,0.624988986026,0.723218357626,0.527211011292,-1,0.540169562066,0,0,0,0,0,0,1,135
0.455973987926,0.636363636364,0.691434994465,0.809879461024,0.455973987926,-1,0.328701089742,0,0,1,0,0,0,0,136
0.290703898995,0.363636363636,0.551652424572,0.569764752172,0.290703898995,0,0.492980169312,0,0,0,0,0,1,0,137
0.273986894518,0.545454545455,0.505397246953,0.771290612295,0.273986894518,-1,0.407896909971,0,0,0,0,1,0,0,138
0.364965146237,0.0,0.507810885762,0.547037677697,0.364965146237,-1,0.327403107457,0,1,0,0,0,0,0,139
0.523903165136,0.0,0.537589973874,0.553008330061,0.523903165136,-1,0.399104273691,0,1,0,0,0,0,0,140
0.374206412934,0.545454545455,0.678631560221,0.886346272982,0.374206412934,-1,0.368727912463,0,1,0,0,0,0,0,141
0.378729731223,0.181818181818,0.574938553594,0.473796314738,0.378729731223,0,0.550802630377,0,0,0,1,0,0,0,142
0.29106185927,0.0909090909091,0.493048418653,0.528589618576,0.29106185927,-1,0.379322609605,0,1,0,0,0,0,0,143
0.337999081341,0.272727272727,0.50766766091,0.584127833732,0.337999081341,-1,0.412601021721,0,0,0,0,0,0,1,144
0.445099006723,0.363636363636,0.691385054213,0.588864448385,0.445099006723,0,0.408402950194,0,0,0,1,0,0,0,145
0.421043562727,0.0909090909091,0.492040577489,0.55686541466,0.421043562727,0,0.604709386616,0,0,0,1,0,0,0,146
0.443184588535,0.454545454545,0.525571888589,0.545694841978,0.443184588535,-1,0.404391249783,0,0,0,0,1,0,0,147
0.283167125167,0.272727272727,0.709714806741,0.827724735252,0.283167125167,-1,0.344269083932,0,1,0,0,0,0,0,148
0.519946453765,0.181818181818,0.763295961468,0.685572205048,0.519946453765,-1,0.908411705418,0,1,0,0,0,0,0,149
0.272223323494,0.0909090909091,0.613128875611,0.586241980066,0.272223323494,-1,0.603678186117,0,1,0,0,0,0,0,150
0.279815702577,0.818181818182,0.532943823624,0.579199330085,0.279815702577,-1,0.516902717714,0,0,0,0,1,0,0,151
0.337511014457,0.0,0.613981195871,0.599441586553,0.337511014457,-1,0.596143220461,0,1,0,0,0,0,0,152
0.32684815034,0.636363636364,0.732048285265,0.858078071297,0.32684815034,-1,0.369214978289,0,0,0,0,0,0,1,153
0.547069673552,0.454545454545,0.682236387263,0.831186263885,0.547069673552,-1,0.305818771181,0,0,0,0,0,0,0,154
0.539451851894,0.454545454545,0.610626501244,0.668203219815,0.539451851894,-1,0.478095361237,0,0,0,0,0,0,1,155
0.309865336964,0.272727272727,0.632718753126,0.665059793741,0.309865336964,0,0.433720473219,1,0,0,0,0,0,0,156
0.596225875183,1.0,0.465658431443,0.754611096791,0.596225875183,1,0.677980904259,0,0,0,0,1,0,0,157
0.270936747444,0.181818181818,0.514699034518,0.446649115376,0.270936747444,0,0.575295445151,0,0,0,1,0,0,0,158
0.342121897175,0.363636363636,0.651015699725,0.534368415915,0.342121897175,0,0.426465263094,1,0,0,0,0,0,0,159
0.506582837645,0.363636363636,0.5047236479,0.501696372166,0.506582837645,-1,0.384786351854,0,0,1,0,0,0,0,160
0.275527985328,0.0909090909091,0.507021294679,0.497952897592,0.275527985328,-1,0.378181503418,0,0,0,0,0,0,1,161
0.285846562372,0.727272727273,0.577300774282,0.569803008072,0.285846562372,-1,0.474809654032,0,0,0,0,0,0,0,162
0.264116278358,0.909090909091,0.502271878805,0.62945690554,0.264116278358,-1,0.537868395056,0,0,1,0,0,0,0,163
0.259702063524,0.0909090909091,0.538682216175,0.640443208618,0.259702063524,-1,0.670400128117,0,1,0,0,0,0,0,164
0.318401400717,0.272727272727,0.447843098912,0.546774086563,0.318401400717,0,0.597881914129,0,0,0,1,0,0,0,165
0.395816429717,0.454545454545,0.677538551052,0.678023115916,0.395816429717,-1,0.430588299135,0,1,0,0,0,0,0,166
0.344327921182,0.272727272727,0.505827056657,0.487280768706,0.344327921182,-1,0.361275924988,0,0,1,0,0,0,0,167
0.314136813469,0.181818181818,0.490699292948,0.577282122864,0.314136813469,0,0.452081353524,1,0,0,0,0,0,0,168
0.287835584796,0.0909090909091,0.510621307904,0.685968066097,0.287835584796,0,0.459264107681,0,0,0,1,0,0,0,169
0.328751155832,0.0,0.523533021483,0.769643175037,0.328751155832,-1,0.443655766679,0,1,0,0,0,0,0,170
0.389017301907,0.363636363636,0.886766649297,0.603047293038,0.389017301907,-1,0.8210485848,0,0,0,0,1,0,0,171
0.472734740503,0.181818181818,0.860959724749,0.62710351458,0.472734740503,-1,0.849864292831,0,1,0,0,0,0,0,172
0.569969790206,0.0909090909091,0.563551446472,0.542735588315,0.569969790206,-1,0.409431274694,0,0,0,0,0,0,1,173
0.307366626966,0.454545454545,0.886841217759,0.631432936326,0.307366626966,-1,0.846168493745,0,0,1,0,0,0,0,174
0.506881855031,0.272727272727,0.49265947076,0.52912769285,0.506881855031,-1,0.404221940535,0,0,1,0,0,0,0,175
0.690158129791,0.727272727273,0.586286281617,0.256790833312,0.690158129791,1,0.235081912881,0,0,0,0,1,0,0,176
0.742328706951,0.636363636364,0.7612142393,0.379961340963,0.742328706951,1,0.688123850884,0,0,0,0,1,0,0,177
0.438996604841,0.181818181818,0.553284895657,0.532852018863,0.438996604841,-1,0.422348763102,0,0,0,0,0,0,0,178
0.328502336629,0.909090909091,0.688650194712,0.851426008721,0.328502336629,-1,0.320836763544,0,0,0,0,1,0,0,179
0.494662623859,0.272727272727,0.900716411364,0.609789007376,0.494662623859,-1,0.844714162722,0,0,1,0,0,0,0,180
0.398692892976,0.0,0.548269955667,0.493553380394,0.398692892976,-1,0.392237079513,0,1,0,0,0,0,0,181
0.347364408509,0.636363636364,0.685564630619,0.857428175632,0.347364408509,-1,0.347233635116,0,0,0,0,0,0,0,182
0.400954961523,0.636363636364,0.626139359116,0.641742437861,0.400954961523,-1,0.520384771769,0,0,1,0,0,0,0,183
0.509771283005,0.727272727273,0.662521228054,0.814144725442,0.509771283005,-1,0.329184146941,0,0,0,0,0,0,1,184
0.318025941486,0.181818181818,0.636531657744,0.470858977696,0.318025941486,0,0.5095020892,0,0,0,0,0,1,0,185
0.38820811083,0.272727272727,0.410225668464,0.524727232319,0.38820811083,-1,0.368335533645,0,0,0,0,0,0,1,186
0.341576037227,0.454545454545,0.47213783145,0.490056273345,0.341576037227,-1,0.377805626684,0,0,0,0,1,0,0,187
0.258682127081,0.272727272727,0.53615094919,0.676925581761,0.258682127081,0,0.520842753499,0,0,0,0,0,1,0,188
0.397646227464,0.727272727273,0.542971794327,0.691051088243,0.397646227464,-1,0.481120374622,0,0,0,0,0,0,1,189
0.617356876446,0.545454545455,0.0601581847088,0.163740333785,0.617356876446,1,0.199353533505,0,0,1,0,0,0,0,190
0.448130050147,0.272727272727,0.912490617364,0.633288589168,0.448130050147,-1,0.8754041926,0,0,0,0,0,0,1,191
0.340326801777,0.636363636364,0.693615295901,0.894026274063,0.340326801777,-1,0.369444330355,0,1,0,0,0,0,0,192
0.561969134267,0.363636363636,0.421003448558,0.776911315812,0.561969134267,1,0.28767968429,0,1,0,0,0,0,0,193
0.533143823443,0.727272727273,0.611122851197,0.67317118731,0.533143823443,-1,0.477807741491,0,0,0,0,1,0,0,194
0.268382329253,0.272727272727,0.589963387779,0.684435974061,0.268382329253,-1,0.426188532709,0,1,0,0,0,0,0,195
0.548955457617,0.909090909091,0.683432900583,0.813080447637,0.548955457617,-1,0.348799031817,0,0,0,0,1,0,0,196
0.386417064951,0.181818181818,0.573765075077,0.547621400329,0.386417064951,-1,0.404608298493,0,0,0,0,0,0,1,197
0.431376652008,0.0909090909091,0.501422353293,0.501855922878,0.431376652008,-1,0.385753820014,0,0,0,0,0,0,1,198
0.309304735595,0.272727272727,0.585658666871,0.672161720939,0.309304735595,0,0.500597589708,0,0,0,0,0,1,0,199
0.524319759952,0.181818181818,0.52160846072,0.52539860963,0.524319759952,-1,0.427920155623,0,0,0,0,0,0,1,200
0.4026092525,0.545454545455,0.896308604023,0.64757404228,0.4026092525,-1,0.849287950409,0,0,0,0,1,0,0,201
0.569261838148,0.636363636364,0.415858824336,0.768967014677,0.569261838148,1,0.266190286062,0,0,0,0,1,0,0,202
0.401259456448,0.181818181818,0.509395892884,0.532679744264,0.401259456448,-1,0.361796672992,0,0,0,0,0,0,1,203
0.372089164898,0.181818181818,0.558253736966,0.632055523346,0.372089164898,0,0.588240610661,0,0,0,0,0,1,0,204
0.293069042931,0.272727272727,0.680003212869,0.467294071233,0.293069042931,0,0.444300463725,1,0,0,0,0,0,0,205
0.695946353387,0.363636363636,0.743993188112,0.797541413756,0.695946353387,1,0.659172503641,0,1,0,0,0,0,0,206
0.547579839184,0.363636363636,0.532538949575,0.510201115135,0.547579839184,-1,0.37666487785,0,0,0,0,1,0,0,207
0.412695032267,0.636363636364,0.597072035402,0.644125365087,0.412695032267,-1,0.506349303114,0,0,0,0,0,0,0,208
0.416823858137,0.272727272727,0.575145137821,0.689380289498,0.416823858137,-1,0.481676723642,0,1,0,0,0,0,0,209
0.49801305145,0.0909090909091,0.476083859871,0.561984246597,0.49801305145,0,0.50244116905,0,0,0,1,0,0,0,210
0.297333408508,0.272727272727,0.512908464687,0.533546120122,0.297333408508,-1,0.392372403028,0,0,0,0,0,0,0,211
0.326042216572,0.0,0.473562233306,0.494584413045,0.326042216572,-1,0.346022990014,0,1,0,0,0,0,0,212
0.356957853946,0.454545454545,0.717961792331,0.652587989665,0.356957853946,-1,0.565280019349,0,0,0,0,0,0,1,213
0.757086026889,0.636363636364,0.887062054319,0.17544160123,0.757086026889,1,0.272741796806,0,0,1,0,0,0,0,214
0.452575928534,0.545454545455,0.676530466251,0.723447215469,0.452575928534,-1,0.533149446063,0,0,1,0,0,0,0,215
0.52291098279,0.545454545455,0.71327641398,0.637592656618,0.52291098279,-1,0.583058546254,0,1,0,0,0,0,0,216
0.497205902324,0.0,0.477507420846,0.547292250885,0.497205902324,-1,0.362411473731,0,1,0,0,0,0,0,217
0.604082685893,0.545454545455,0.79546836945,0.878802808621,0.604082685893,1,0.0827779864121,0,0,0,0,0,0,0,218
0.27565574612,0.454545454545,0.509380531841,0.484354371237,0.27565574612,-1,0.370322388071,0,0,0,0,1,0,0,219
0.378656057556,0.181818181818,0.600554536107,0.609192311461,0.378656057556,-1,0.605955685626,0,0,0,0,0,0,0,220
0.42319845496,0.272727272727,0.550371703052,0.553708838391,0.42319845496,-1,0.436756475968,0,0,1,0,0,0,0,221
0.498970202513,0.181818181818,0.502268927143,0.534766790563,0.498970202513,-1,0.402836627305,0,0,0,0,0,0,0,222
0.514402540757,0.454545454545,0.558676098247,0.682028533273,0.514402540757,-1,0.491789122473,0,0,0,0,0,0,1,223
