Is_Most_Important_Issue_Environment,Married,Avg_monthly_income_all_years,Is_Most_Important_Issue_Other,Is_Most_Important_Issue_Financial,Yearly_IncomeK,Number_of_valued_Kneset_members,Last_school_grades,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Will_vote_only_large_party,Weighted_education_rank,Avg_monthly_expense_when_under_age_21,Is_Most_Important_Issue_Military,Overall_happiness_score,Is_Most_Important_Issue_Education,Is_Most_Important_Issue_Social,Is_Most_Important_Issue_Foreign_Affairs,AVG_lottary_expanses,Vote
0.0,1.0,0.186269288961,0.0,0.0,0.462255351215,0.272727272727,0.714285714286,-1.0,0.349733751357,-1.0,0.303191705673,0.557948052122,0.0,0.489005587815,0.0,0.0,0.0,0.354040504082,1.0
0.0,1.0,0.105826496074,0.0,1.0,0.363623979074,0.0909090909091,0.428571428571,-1.0,0.344400019653,-1.0,0.345423039001,0.465976482311,0.0,0.664786905617,0.0,0.0,0.0,0.312696845561,8.0
0.0,1.0,0.0904622580151,0.0,0.0,0.513907274054,0.454545454545,0.571428571429,-1.0,0.550308648586,-1.0,0.0975763920247,0.442926122325,0.0,0.581269649985,0.0,1.0,0.0,0.346744052412,1.0
0.0,1.0,0.0391624552776,0.0,0.0,0.590845493418,0.0909090909091,0.571428571429,-1.0,0.579519213522,-1.0,0.0321791673822,0.308523092701,0.0,0.578783406445,0.0,1.0,0.0,0.256180700571,1.0
0.0,1.0,0.121282077296,0.0,1.0,0.485056488117,0.272727272727,0.428571428571,-1.0,0.46195417965,-1.0,0.201734455833,0.486701390728,0.0,0.501778767638,0.0,0.0,0.0,0.353042823466,6.0
0.0,1.0,0.0381996742217,0.0,0.0,0.550117512711,0.818181818182,1.0,-1.0,0.324064277739,-1.0,0.317942237023,0.300792265225,0.0,0.789265997483,1.0,0.0,0.0,0.24109342433,2.0
0.0,-1.0,0.0390492098133,0.0,0.0,0.612702668497,0.454545454545,1.0,-1.0,0.620117360561,-1.0,0.043542745751,0.307696660405,0.0,0.65143963002,1.0,0.0,0.0,0.257445700404,8.0
0.0,1.0,0.0541278124818,0.0,0.0,0.440239077586,0.545454545455,1.0,-1.0,0.348803694112,-1.0,0.30239423121,0.368918132257,0.0,0.706014805134,1.0,0.0,0.0,0.271605435812,5.0
0.0,1.0,0.149657917202,0.0,1.0,0.447960800819,0.454545454545,0.428571428571,-1.0,0.348962471406,-1.0,0.302261783201,0.520319414905,0.0,0.719475650128,0.0,0.0,0.0,0.337414838379,5.0
1.0,1.0,0.044639966838,0.0,0.0,0.438834832096,0.363636363636,0.857142857143,-1.0,0.353677836008,-1.0,0.314134267897,0.337271095993,0.0,0.483172514077,0.0,0.0,0.0,0.267378678733,1.0
0.0,1.0,0.114549502016,0.0,0.0,0.47516896669,0.0909090909091,0.142857142857,-1.0,0.51705798724,0.0,0.151837904267,0.477927836188,0.0,0.559430314485,0.0,0.0,1.0,0.362148838199,7.0
0.0,1.0,0.0538662395976,0.0,0.0,0.539458964273,0.454545454545,0.142857142857,-1.0,0.561751986382,0.0,0.0640147826654,0.368182814078,0.0,0.62445091706,0.0,0.0,1.0,0.29700151576,7.0
0.0,1.0,0.04317664813,0.0,0.0,0.422889003565,0.363636363636,1.0,-1.0,0.3400803976,-1.0,0.340841435228,0.330938848438,0.0,0.464676388852,1.0,0.0,0.0,0.263722664668,1.0
0.0,-1.0,0.0417223955961,0.0,0.0,0.589247780047,0.272727272727,0.714285714286,-1.0,0.608216153881,-1.0,0.0482430989934,0.323910700801,0.0,0.596358716399,0.0,0.0,0.0,0.269154069763,1.0
0.0,1.0,0.0366802573741,0.0,0.0,0.449720768524,0.0909090909091,0.571428571429,-1.0,0.364610843935,-1.0,0.298089372046,0.279915971792,0.0,0.487488242561,0.0,1.0,0.0,0.233128054611,1.0
0.0,1.0,0.0380664625457,1.0,0.0,0.415308009553,0.181818181818,0.285714285714,-1.0,0.445862919155,0.0,0.24274670897,0.299562541222,0.0,0.545063045472,0.0,0.0,0.0,0.244950287678,4.0
0.0,1.0,0.0800037574667,0.0,0.0,0.506214701917,0.272727272727,0.714285714286,-1.0,0.453480192786,-1.0,0.174436478883,0.425287644499,0.0,0.547833385285,0.0,0.0,0.0,0.316135763149,1.0
0.0,1.0,0.096551557452,0.0,1.0,0.562767691996,0.636363636364,0.428571428571,-1.0,0.559404187576,-1.0,0.0775729613566,0.452410893593,0.0,0.664483503737,0.0,0.0,0.0,0.333856294435,6.0
0.0,1.0,0.0760916852869,0.0,1.0,0.454298601066,0.0,0.428571428571,-1.0,0.306683754971,-1.0,0.346403907993,0.418150288862,0.0,0.480195906009,0.0,0.0,0.0,0.285295239865,5.0
0.0,1.0,0.04096819395,0.0,1.0,0.450063995293,0.0909090909091,0.428571428571,-1.0,0.36538282808,-1.0,0.305155649295,0.319875430784,0.0,0.469526887067,0.0,0.0,0.0,0.251313822698,1.0
0.0,1.0,0.0474419937977,1.0,0.0,0.457123109972,0.363636363636,0.285714285714,-1.0,0.449747002939,0.0,0.202818314803,0.347969840984,0.0,0.569128436824,0.0,0.0,0.0,0.272168573755,7.0
0.0,1.0,0.0695293440465,0.0,0.0,0.532298315041,0.636363636364,1.0,-1.0,0.488840035566,-1.0,0.136566648943,0.405333497534,0.0,0.691188935083,1.0,0.0,0.0,0.310778517388,6.0
0.0,-1.0,0.196050315962,0.0,0.0,0.663922838728,0.727272727273,0.571428571429,1.0,0.747034738224,1.0,0.220883726641,0.56719486588,0.0,0.759036790279,0.0,1.0,0.0,0.504006523429,9.0
0.0,1.0,0.0522774672445,0.0,0.0,0.592551544728,1.0,1.0,-1.0,0.539613479668,-1.0,0.0702582324257,0.363592204676,0.0,0.679150141431,1.0,0.0,0.0,0.291248940291,6.0
0.0,1.0,0.115410405524,0.0,0.0,0.452820403857,0.181818181818,0.571428571429,-1.0,0.343615882749,-1.0,0.314900824083,0.479070276756,0.0,0.483572914439,0.0,1.0,0.0,0.318110202755,1.0
0.0,1.0,0.0846074230999,0.0,0.0,0.541552668998,1.0,1.0,-1.0,0.552223603186,-1.0,0.0657387111263,0.433287094591,0.0,0.608695023552,1.0,0.0,0.0,0.340536668249,6.0
1.0,1.0,0.0410312665403,0.0,0.0,0.490749248328,0.818181818182,0.857142857143,-1.0,0.45470258725,-1.0,0.171429544895,0.320225377355,0.0,0.595396433802,0.0,0.0,0.0,0.256952066597,6.0
0.0,1.0,0.0899016011909,0.0,0.0,0.497901583532,0.181818181818,0.714285714286,-1.0,0.34792064387,-1.0,0.295578328284,0.442026510211,0.0,0.756898081949,0.0,0.0,0.0,0.303172225247,5.0
0.0,1.0,0.0371942460551,0.0,0.0,0.625054279131,0.727272727273,0.571428571429,-1.0,0.290507417747,-1.0,0.249685767665,0.289674922191,0.0,0.775794797576,0.0,1.0,0.0,0.235817128314,2.0
1.0,1.0,0.057018773525,0.0,0.0,0.610206788394,0.727272727273,0.857142857143,-1.0,0.353975661671,-1.0,0.305244411923,0.376707330207,0.0,0.819669786444,0.0,0.0,0.0,0.275667816665,2.0
0.0,-1.0,0.0465340020249,0.0,0.0,0.792048416042,0.363636363636,1.0,-1.0,0.810460780655,-1.0,0.293816525053,0.34467154634,0.0,0.595320515158,1.0,0.0,0.0,0.303375600653,5.0
1.0,1.0,0.16890022977,0.0,0.0,0.610878618039,0.727272727273,0.857142857143,-1.0,0.339750894429,-1.0,0.313336391213,0.540749740964,0.0,0.813978160797,0.0,0.0,0.0,0.34321081283,2.0
0.0,1.0,0.199195968907,0.0,1.0,0.592101451911,0.272727272727,0.428571428571,-1.0,0.300258913007,-1.0,0.320815055501,0.570108120712,0.0,0.759795968235,0.0,0.0,0.0,0.34098419539,2.0
0.0,1.0,0.0627590463036,0.0,0.0,0.53025387671,0.272727272727,0.142857142857,-1.0,0.580785571102,0.0,0.153418285895,0.390689614743,0.0,0.472809576366,0.0,0.0,1.0,0.315544494577,3.0
0.0,-1.0,0.0401219087644,0.0,0.0,0.794810387711,0.181818181818,0.714285714286,-1.0,0.813963639811,-1.0,0.298082890096,0.314915619508,0.0,0.601023387718,0.0,0.0,0.0,0.273623538422,5.0
0.0,1.0,0.0509862373695,0.0,0.0,0.535868432506,0.454545454545,0.142857142857,-1.0,0.459158247536,0.0,0.160292545974,0.35968793956,0.0,0.535484241671,0.0,0.0,1.0,0.279761222462,3.0
0.0,1.0,0.0749234659559,0.0,0.0,0.490210279693,0.0909090909091,0.142857142857,-1.0,0.532262320122,0.0,0.137242837984,0.415951166559,0.0,0.54880005418,0.0,0.0,1.0,0.325045888995,3.0
0.0,-1.0,0.0387948302075,0.0,0.0,0.782305498036,0.272727272727,0.571428571429,-1.0,0.816109627711,-1.0,0.292250203992,0.305770255832,0.0,0.602824607187,0.0,1.0,0.0,0.264473921153,5.0
1.0,1.0,0.240282016162,0.0,0.0,0.721363780219,0.545454545455,0.857142857143,1.0,0.248299222966,1.0,0.437550105102,0.605844515979,0.0,0.868585804008,0.0,0.0,0.0,0.332782485202,9.0
0.0,1.0,0.111551080139,0.0,1.0,0.459875544431,0.0,0.428571428571,-1.0,0.375353051354,-1.0,0.249685767665,0.47389883145,0.0,0.50053675889,0.0,0.0,0.0,0.323886660364,5.0
0.0,1.0,0.128035603555,1.0,0.0,0.580226318566,0.454545454545,0.285714285714,-1.0,0.456819046303,0.0,0.136379511973,0.495158675263,0.0,0.668574670775,0.0,0.0,0.0,0.356473850432,4.0
0.0,1.0,0.162982123008,0.0,0.0,0.445972286763,0.272727272727,0.571428571429,-1.0,0.278981265782,-1.0,0.414370009351,0.534634409656,0.0,0.389089727918,0.0,1.0,0.0,0.320752470026,5.0
0.0,1.0,0.116556291274,0.0,0.0,0.535935226844,0.909090909091,1.0,-1.0,0.50205431171,-1.0,0.117342116736,0.480581270123,0.0,0.675097090094,1.0,0.0,0.0,0.359953282783,6.0
0.0,-1.0,0.0547440981731,0.0,0.0,0.54625803957,0.363636363636,1.0,-1.0,0.612575678817,-1.0,0.0671596266009,0.370629306505,0.0,0.584165281366,1.0,0.0,0.0,0.305001081355,1.0
0.0,1.0,0.0653883659526,0.0,1.0,0.506154270074,0.363636363636,0.428571428571,-1.0,0.465106086087,-1.0,0.160601489187,0.396578482457,0.0,0.600176162645,0.0,0.0,0.0,0.301755765843,6.0
0.0,1.0,0.0777809253372,0.0,0.0,0.435794521283,0.454545454545,0.571428571429,-1.0,0.484140836577,-1.0,0.195127343789,0.421273594565,0.0,0.644775327567,0.0,1.0,0.0,0.319591025339,6.0
0.0,1.0,0.189038926394,0.0,1.0,0.454123233926,0.0,0.428571428571,-1.0,0.37854890363,-1.0,0.287760292699,0.560596307871,0.0,0.481152632403,0.0,0.0,0.0,0.365542798147,1.0
0.0,1.0,0.0584695154654,0.0,0.0,0.345914501741,0.545454545455,1.0,-1.0,0.390403877563,-1.0,0.323494447363,0.380408779459,0.0,0.621360134551,1.0,0.0,0.0,0.282250073859,8.0
