"Vote","Occupation_Satisfaction","Avg_monthly_expense_when_under_age_21","AVG_lottary_expanses","Most_Important_Issue","Avg_Satisfaction_with_previous_vote","Looking_at_poles_results","Garden_sqr_meter_per_person_in_residancy_area","Married","Gender","Voting_Time","Financial_balance_score_(0-1)","%Of_Household_Income","Avg_government_satisfaction","Avg_education_importance","Avg_environmental_importance","Avg_Residancy_Altitude","Yearly_ExpensesK","%Time_invested_in_work","Yearly_IncomeK","Avg_monthly_expense_on_pets_or_plants","Avg_monthly_household_cost","Will_vote_only_large_party","Phone_minutes_10_years","Avg_size_per_room","Weighted_education_rank","%_satisfaction_financial_policy","Avg_monthly_income_all_years","Last_school_grades","Age_group","Number_of_differnt_parties_voted_for","Political_interest_Total_Score","Number_of_valued_Kneset_members","Main_transportation","Occupation","Overall_happiness_score","Num_of_kids_born_last_10_years","Financial_agenda_matters"
"Purples",9,98.8028061723683,13321.6593314268,"Financial",32.9342687241228,"No",404.492337237455,"Yes","Male","By_16:00",0.976934559876099,0.660842249169946,2.68985932692885,4.33802199084312,1.60061040893197,0.579153273720294,7060,15.0918452767655,455.880995036829,4956.68536244821,56377.5641280724,"No",163614.050883819,21.351369863239,124.488865776196,67.0386287616566,1127.60032511685,60,"Below_30",1,734.018537780572,10,"Public_or_other","Student_or_Unemployed",566.552817047361,2,"Yes"
"Pinks",10,279.599596951098,63515.8515792692,"Social",93.1998656503661,"No",681.501535823509,"No","Female","After_16:00",0.310805092332885,0.735542292706668,0.293869462329894,1.74177899025381,8.03634816547856,8.67006451357156,3606,89.4703189842403,663.789363862884,NA,75910.5193194233,"No",464444.343329802,25.7641099955516,244.777494146068,1.63455156143755,8789.41482289666,70,"45_and_up",2,909.513713697923,6,"Public_or_other","Services_or_Retail",487.906265277952,0,"No"
"Pinks",5,252.607776555898,58036.6727426742,"Education",84.2025921852993,"No",689.25042847798,"No","Male","After_16:00",0.146680566947907,0.693153016967699,1.02723833406344,3.45517915440723,8.09453306253999,1.46237290930003,8003,51.964096003212,NA,8129.5834182116,72698.0839065742,"No",475066.153157079,24.8704556998037,223.310017455052,37.0466222055256,7184.27912290913,100,"45_and_up",1,875.559811265514,9,"Car","Public_Sector",499.898316746818,1,"No"
"Browns",NA,574.747569139621,101266.037223243,"Social",191.58252304654,"No",528.576592545672,"No","Female","By_16:00",0.700050977990031,0.455249155638739,0.255899936892092,4.56364060286433,7.956964711193,7.88587350631133,3639,27.3146948311478,465.220844372028,6216.20761420078,57791.7912262202,"No",279393.214187194,21.5689787512536,45.1769569918576,21.0111281601712,36905.4456599247,70,"45_and_up",3,723.476454041165,7,"Public_or_other","Student_or_Unemployed",503.840069703544,1,"No"
"Browns",10,595.583488501588,58934.4993264729,"Education",198.527829500529,"No",296.857621799143,"Yes","Male","By_16:00",0.64078473043628,0.777098904363811,2.7196010062471,6.67012828635052,4.31506042601541,4.57201301353052,6748,NA,342.130396358952,3652.83701070934,41061.2604719379,"No",88124.4476202432,18.4967671866992,285.667827480801,2.24465494975448,39621.8269156917,100,"Below_30",2,525.521579612456,10,"Motorcycle_or_truck","Hightech",375.83692141897,0,"Yes"
"Blues",9,1052.33354571193,78990.8547843852,"Financial",350.777848570642,"Yes",225.187693881638,"Yes","Female","After_16:00",0.588671552482992,0.793674514628947,2.38521514926106,1.45557740237564,9.69574618851766,6.75546339480206,8078,4.58197661209852,679.936382837142,3611.74970449066,69015.3810945585,"Yes",50709.4974757302,26.0755897888646,329.917756415165,86.5958015434444,123405.876896419,60,"30-45",1,869.076289411142,11,NA,"Hightech",469.229550939101,1,"Yes"
"Purples",6,402.824340930802,50058.1674897122,"Education",134.274780310267,"No",372.803942587307,"Yes","Male","By_16:00",0.745320788351819,0.125724228098989,7.46224696515128,5.21915042772889,8.09070470742881,2.45896321488544,6707,11.1846635118127,465.926925484721,4659.89327684251,55686.3735749893,"No",138982.77960864,21.5853405227882,134.029246835482,80.6588832754642,18173.9914076808,100,"45_and_up",0,719.104899199923,13,"Public_or_other","Hightech",524.980544009887,1,"Yes"
"Blues",8,1295.65144697107,107608.291839732,"Education",431.883815657023,"Yes",249.160278618055,"Yes","Female","By_16:00",0.88888073223643,0.0448364040348679,3.13854795647785,4.88138920627534,0.717952381819487,5.60552000533789,9834,12.4407750787213,2.3484367771497,2496.29965973485,20393.4449226371,"Yes",62080.8444410267,1.53246101978148,590.208527897781,16.9975884724408,186965.514042126,100,"30-45",2,374.200169742941,16,"Motorcycle_or_truck","Student_or_Unemployed",694.341097563401,4,"Yes"
"Blues",8,1196.50412645333,186544.339173319,"Environment",398.834708817775,"Yes",467.723432913533,"Yes","Male","After_16:00",0.5071136939805,0.906380037311465,0.607991185970604,8.63137735985219,4.48577207280323,5.27568594552577,7552,26.460130373016,370.973052101247,5419.18043333782,53478.1527300513,"Yes",218765.20969642,19.2606607389582,231.179097120673,96.5077901491895,159477.959666577,90,"30-45",0,725.191790235117,13,"Public_or_other","Public_Sector",689.087400105282,0,"Yes"
"Purples",5,184.370313273174,29844.7581155695,"Education",61.4567710910582,"No",485.621967860135,"Yes","Female","By_16:00",0.319122155429795,0.13053335621953,3.28608746174723,8.91483632614836,9.56551906652749,3.69744848227128,6648,37.0699552353472,381.349045659332,5618.91776992002,51294.6894656357,"No",235828.69566835,19.5281603244989,127.651497120468,22.7583417668939,3848.39148402978,100,"45_and_up",2,664.193563080865,16,"Motorcycle_or_truck","Services_or_Retail",544.834450402906,3,"Yes"
"Purples",10,235.619642325509,36959.9090579156,"Financial",78.5398807751697,"No",470.587791745163,"Yes","Male","By_16:00",0.252587574534118,0.516174905700609,7.86846099654213,3.72209871653467,6.92295522429049,9.07054858282208,8086,20.8460068097338,466.302143220764,5638.48220389316,56991.8815837794,"No",221452.869739589,21.5940302681265,45.4668656872777,40.0042792782187,6257.05275295305,60,"30-45",1,720.811526909085,12,"Public_or_other","Student_or_Unemployed",508.161637671763,2,"No"
"Blues",5,1978.5753337089,409981.46987747,"Social",659.525111236301,"Yes",621.631326681324,"No","Male","By_16:00",0.493704302702099,0.693464887328446,6.87228952767327,7.09710334893316,8.79470272222534,2.1030879765749,3529,79.3979223817587,545.904073307981,7308.12141342921,58146.7217677989,"Yes",386425.506311584,23.3645901592127,354.81985849481,61.5241374121979,435642.897462491,70,"45_and_up",3,638.404262766574,12,"Foot_or_bicycle","Services_or_Retail",169.854928242517,0,"No"
"Yellows",4,918.914838320655,198802.262575642,"Education",306.304946106885,"Yes",649.03379818839,"No","Female","By_16:00",0.611269423970953,0.170988061698154,4.1197763197124,4.8904441553168,NA,4.40710329450667,5782,94.4019931834191,276.347538051117,7043.03305798613,42655.3850153456,"Yes",421244.871190848,16.6237041014064,282.289546795366,18.025057320483,94139.0249556486,100,"30-45",1,520.442411935574,15,"Public_or_other","Public_Sector",413.652495741459,0,"Yes"
"Whites",10,579.770033713492,97895.3705849226,"Environment",193.256677904497,"No",506.55621138898,"No",NA,"By_16:00",0.838514743372798,0.681102305650711,9.21808435814455,4.70591023331508,9.66354509815574,4.01337090879679,5525,42.8097787545994,455.672276920151,5976.9066677301,56415.3020629429,"No",256599.195296757,21.3464816051768,45.2816470149158,73.2486222404987,37551.4002325872,90,"30-45",2,707.501198969603,10,"Motorcycle_or_truck","Student_or_Unemployed",493.481057205139,1,"Yes"
"Purples",10,183.212837310363,23780.1281137419,"Environment",61.0709457701209,"No",389.385293020571,"Yes","Female","By_16:00",0.706331538269296,0.0754755300004035,5.985361430794,5.27864111587405,3.44854053808376,6.49127138080075,5435,34.1239078436047,418.467685584282,4730.78830137427,52398.1632913366,"No",NA,20.4564827275923,141.762439025731,26.6311646439135,3800.73136302717,90,"30-45",1,682.976804224528,11,"Motorcycle_or_truck","Public_Sector",534.834715793236,0,"No"
"Blues",7,1159.51821006303,81541.523850995,"Environment",386.506070021011,"Yes",210.970875170375,"Yes","Male","After_16:00",0.230394236976281,0.243583787931129,8.87743311235681,8.98548713652417,NA,9.82909713173285,9151,74.183304538019,520.323354448257,3150.35546060026,51196.1157358036,"Yes",44508.710170154,22.8105974154176,376.128695823978,89.2073784954846,149783.448233108,90,"30-45",0,619.469465260614,12,"Motorcycle_or_truck","Services_or_Retail",260.162717480292,0,"No"
"Purples",7,796.088942696728,113491.913398066,"Environment",265.362980898909,"No",427.685553627772,"Yes","Female","By_16:00",0.248322287807241,0.60269592795521,7.89154088124633,3.01724264631048,2.75989874498919,6.83828432811424,6562,75.462706736289,365.846528055618,5008.54859238895,49233.0220557285,"No",182914.932781894,19.1271149956186,161.010594396613,85.3958117542788,70692.8746124538,90,"45_and_up",4,648.000982778202,13,"Public_or_other","Public_Sector",551.941104330737,2,"Yes"
"Browns",6,554.048729780081,66278.0688926989,"Financial",184.682909926694,"No",358.874943648043,"Yes","Male","By_16:00",0.816622512647882,0.602754044346511,1.63189423969015,4.09103829180822,8.66117271129042,0.111815729178488,4381,40.2748807799071,385.840934651157,4360.43130578275,46097.7849351466,"No",128791.225178386,19.6428341807173,208.733784662726,46.4310140814632,34302.4601289179,60,"30-45",3,581.614686008178,6,"Car","Student_or_Unemployed",396.940700914664,0,"Yes"
"Purples",9,150.922629079634,NA,"Environment",50.3075430265445,"No",424.892403630292,"Yes","Female","By_16:00",0.353497965959832,0.284601544961333,7.99615673022345,3.56578132603317,9.85269374679774,7.61542427586392,9566,93.1465666508302,396.233428251087,5041.3908928051,50424.5951667801,"No",180533.554662727,19.9056129835553,128.096318219011,11.892591509968,2591.15642839417,90,"45_and_up",3,649.159109375489,12,"Public_or_other","Hightech",500.119567172964,1,"No"
"Reds",8,NA,159923.161201786,"Other",307.486806039005,"No",520.097636909661,"No","Male","By_16:00",0.853978189174086,0.267798759043217,6.76410032669082,6.58830323023722,1.368617140688,0.206417674198747,3983,42.8115083836019,436.957992152444,6074.8923534015,54372.0452038558,"Maybe",270501.551919013,20.903540182286,77.4599040038866,NA,94865.6226941079,50,"Below_30",2,675.136000197644,9,"Public_or_other","Industry_or_other",459.728087138956,2,"No"
"Blues",10,1155.84777508277,187860.472454293,"Financial",385.282591694258,"Yes",NA,"Yes","Male","By_16:00",0.527394716395065,0.760717138182372,0.721535466145724,9.54280200880021,2.24054789170623,5.54745920468122,9174,97.0888292882591,471.836241890645,5819.58633257959,46272.8060814877,"Yes",237745.35860903,21.7217918664793,490.668171386699,86.0793981235474,148837.958054338,60,"Below_30",1,478.560738521715,9,"Motorcycle_or_truck","Industry_or_other",10.2979646643034,0,"Yes"
"Purples",8,99.1597676947967,15147.4411928238,"Financial",33.0532558982656,"No",458.273800301128,"Yes","Female","After_16:00",0.985106628388166,0.0860352369491011,1.74717688467354,7.93886853614822,5.41966822464019,0.430340254679322,7236,76.5390830580145,378.729069026692,5340.19614106466,49905.7354873378,"No",210014.876042438,19.46096269527,128.985974656556,21.308268699795,1135.57098137449,60,"30-45",3,643.569528242903,10,"Motorcycle_or_truck","Public_Sector",513.771972177534,6,"Yes"
"Greens",6,227.208512998684,20294.1728523265,"Education",75.7361709995614,"No",267.958791479491,"Yes","Male","By_16:00",0.9817205874715,0.623667365172878,6.59886762034148,1.73092451645061,7.64620791189373,4.83006761176512,5119,9.482008847408,469.216913854332,3618.02174250357,57780.7214875561,"No",71801.9139311491,21.661415324358,296.55939018676,42.9021587129682,5821.70376867436,100,"30-45",2,790.136078226809,12,"Public_or_other","Hightech",682.089953219921,1,"No"
"Greens",1,92.1497203346256,8350.87373022392,"Financial",30.7165734448752,"No",271.868662212946,"Yes","Female","By_16:00",0.756034003803506,0.845578055595979,3.32873610546812,8.03814919665456,9.97252145782113,0.397148269694299,8707,70.6494875252247,517.857537940289,NA,60889.8541958443,"No",73912.5694934568,22.7564834264939,271.006223390672,87.9066762048751,984.224457639288,60,"Below_30",3,815.856126519751,10,"Public_or_other","Industry_or_other",645.194952304393,1,"No"
"Oranges",3,284.499692314763,43290.899407889,"Other",94.8332307715876,"No",456.495039298599,"Yes","Male","By_16:00",0.654360830551013,0.945197838591412,2.46121571399271,6.29965655039996,9.01601140853018,0.985902443062514,6442,NA,434.442706889856,5433.8358067657,55825.6159131424,"Maybe",208387.720904229,20.8432892531351,111.27428202697,97.085402556695,9098.17488934878,50,"45_and_up",2,725.991063910681,10,"Motorcycle_or_truck","Hightech",578.6862475599,2,"Yes"
"Browns",3,784.785857341993,129491.501916221,"Environment",261.595285780664,"No",495.007016390935,"Yes","Female","By_16:00",0.118840293027461,0.254675789503381,6.53052335139364,9.33745777932927,6.31810641847551,8.58674306888133,7942,11.9202228495851,434.54202825128,5819.15422041191,53981.0229853739,"No",245031.946276255,20.8456716910557,72.3134718240749,39.285022765398,68703.6888284481,90,"30-45",2,675.426384600585,8,"Public_or_other","Student_or_Unemployed",469.675715070679,0,"Yes"
"Browns",10,237.687909854276,24300.0990346616,"Social",79.2293032847586,"No",306.705953822722,"Yes","Male","After_16:00",0.914715841412544,NA,1.98953302577138,1.46270431578159,8.89448955887929,7.18401482095942,3983,16.9103915337473,365.372393768191,3797.8043257636,43616.4205253539,"No",94068.5421103056,19.1147166803014,NA,45.2809528214857,6366.51180227302,70,"45_and_up",1,558.910702141304,7,"Public_or_other","Student_or_Unemployed",398.809904735319,0,"Yes"
"Purples",5,53.6037356257969,7527.65911341682,"Environment",17.8679118752656,"No",421.294842171081,"Yes","Male","By_16:00",0.469681159825996,0.0513390207197517,1.79964472772554,9.60956916213036,6.66420491877943,1.25127457547933,7720,79.1247836314142,395.047930330693,5003.0442823722,49382.255339256,"No",177489.344039956,19.8758126961061,136.694206298996,17.4100124742836,347.130186657524,90,"30-45",2,628.46411272978,11,"Public_or_other","Hightech",461.582982430097,0,"Yes"
"Blues",1,1935.27293817202,248178.31713803,"Healthcare",645.090979390672,"Yes",384.71831891441,"Yes","Male","After_16:00",0.330243054544553,0.610939218429849,9.18980089249089,6.06059576151893,7.29623654158786,3.66592810954899,6994,82.2518392000347,635.388181878159,5117.95955290042,58989.9291803243,"Yes",148008.18490833,25.2069074239217,464.968858089697,53.9121987530962,416797.462670607,80,"Below_30",1,645.509526201927,13,"Car","Student_or_Unemployed",NA,1,"Yes"
"Blues",6,1999.10295389164,6221.30424712055,"Social",666.367651297215,"Yes",9.33614384643307,"Yes","Male","After_16:00",0.695679895346984,0.34224617970176,6.75126122543588,1.41630034893751,2.29094658279791,6.24689342221245,9898,28.6422746954486,508.849238142903,1111.05991475014,55129.2312617277,"Yes",87.16358192129,22.557686896996,505.228898350841,66.4683122653514,444722.214346663,70,"Below_30",2,768.953967080781,10,"Public_or_other","Industry_or_other",620.112076735049,1,"No"
"Greys",2,156.518423963147,24191.3236828742,"Foreign_Affairs",52.1728079877156,"No",463.676858040116,"Yes","Female","By_16:00",0.970179326599464,0.892501862486824,0.504953239578754,5.88209419744089,9.07547160517424,4.42388490773737,9302,80.3333757678047,384.704943940001,5406.17846828116,47761.7649897817,"Maybe",NA,NA,159.608357681382,45.7072750199586,2784.17470131076,40,"30-45",4,590.490459000005,6,"Foot_or_bicycle","Public_Sector",395.776647299984,0,"Yes"
"Purples",5,425.383494981701,55541.8566955593,"Financial",141.794498327234,"No",391.70671183151,"Yes","Male","By_16:00",0.221847474342212,0.573212016606703,8.96814985433593,5.48567868303508,1.20402504457161,0.434012073092163,4089,64.6838471060619,396.267924016417,4709.60296634794,49656.6051257114,"No",153434.148093854,19.9064794480696,150.220930351,4.44474876858294,20257.4742541991,60,"Below_30",5,641.380435477542,8,"Foot_or_bicycle","Public_Sector",491.137265359232,1,"Yes"
"Oranges",7,156.782865740927,22832.7403611748,"Military",52.2609552469756,"No",436.898641696682,"Yes","Male","After_16:00",0.421595653286204,0.635862356517464,9.86502753803506,9.1096818796359,6.19015274336562,7.37488139187917,6597,89.406763529405,NA,5013.86958507534,43115.3096979136,"Maybe",190880.423116406,17.9566584879888,NA,93.9671864034608,2793.46839857336,30,"Below_30",3,548.946117312616,8,"Car","Student_or_Unemployed",430.117654988229,0,"No"
"Browns",NA,610.710875692941,100811.498456013,"Healthcare",203.570291897647,"No",NA,"Yes","Male","After_16:00",0.0314542141277343,0.627942385850474,9.77079061092809,3.66664723725989,4.04834950342774,7.01221350813285,8795,94.6111861616373,441.907979966567,5835.98739498222,55070.6160778687,"No",245240.019221162,21.0216074543924,58.938218008118,35.8322440180928,41654.4340351908,80,"Below_30",5,692.875553732574,8,"Public_or_other","Student_or_Unemployed",491.273314824346,0,"Yes"
"Browns",6,144.681646164536,23199.2028818719,"Education",48.2272153881785,"No",481.039651473606,"Yes","Male","By_16:00",0.296843190677464,0.583279484417289,8.26048272894695,3.34645595401525,3.17660865839571,7.10731382481754,6247,8.69861876126379,440.302500702036,5691.00151614014,54444.0932523882,"No",231399.146289849,NA,65.7224178387551,0.504481513053179,2384.09151948594,100,"45_and_up",0,684.424457543846,10,"Foot_or_bicycle","Public_Sector",480.096483529306,1,"Yes"
"Pinks",7,548.688383373323,124536.921614452,"Education",182.896127791108,"No",NA,"No","Male","By_16:00",0.0899632254149765,0.592765140347183,2.62337796390057,6.81465225061402,4.01020761346444,7.17302620410919,8013,92.0290993759409,619.788387060002,8048.73796952216,72225.824828646,NA,463646.761849706,24.8955495432417,217.793542607545,37.815730040893,33643.8896887723,100,"45_and_up",1,866.492026213723,9,"Public_or_other","Services_or_Retail",481.181731811399,2,"No"
"Purples",3,84.285141301618,9528.54692560931,"Social",28.0950471005393,"No",339.153975841756,"Yes","Female","By_16:00",0.243741605663672,0.159598101396114,9.91978463018313,2.20305640250444,3.05878609186038,1.71768216183409,7083,88.3412424940616,335.633796831943,4062.80735208145,NA,"No",115025.41932927,18.3203110462662,234.751515753207,89.966181665659,827.426718682063,70,"Below_30",6,562.424289331166,NA,"Car","Hightech",452.876949196484,1,"No"
"Browns",4,317.767304388704,51351.1027041117,"Environment",105.922434796235,"No",484.799115531067,"Yes","Male","After_16:00",0.0825727172195911,0.472349470946938,7.98207152634859,3.44674495747313,0.484880516305566,4.3272181856446,9831,26.2092585675418,440.938922019249,5729.86899934917,54137.8815300284,"No",235030.182419705,20.998545712007,71.9669325244935,77.2229891037568,11335.4846279588,90,"45_and_up",0,676.220219728263,9,"Foot_or_bicycle","Public_Sector",461.790556715665,0,"No"
"Greys",5,675.390956067282,98456.9150021491,"Military",225.130318689094,"No",437.332988179698,"Yes","Female","After_16:00",0.131074828328565,0.598928727675229,5.88145763147622,5.90707978932187,4.34083906468004,8.34040754474699,7142,47.9835364501923,528.797349416247,5430.92458062947,58865.3423142256,"Maybe",191260.142550184,22.9955941305339,124.105813655418,66.346869058907,50918.7907117421,30,"45_and_up",3,718.061642898482,6,"Public_or_other","Services_or_Retail",396.821459211781,0,"Yes"
"Greens",9,479.150234410529,51671.7567544245,"Financial",159.71674480351,"No",323.521223889163,"Yes","Female","By_16:00",0.693475416628644,0.0622877574060112,8.96056653931737,8.04233299801126,4.91519029252231,1.03702021995559,6542,89.5102969137952,489.249045206183,4213.71032930399,59468.8298300659,"No",104665.982306742,22.1189747774661,228.495796084352,65.0722483871505,25679.1553154329,60,"Below_30",1,795.046815410469,11,"Public_or_other","Industry_or_other",644.741104671976,0,"Yes"
"Greens",7,485.98645396048,49445.0058308054,"Environment",161.995484653493,"No",305.224592750642,"Yes","Female","After_16:00",0.472552885999903,0.0245414525270462,0.470653113443404,0.773500276263803,1.27491923281923,6.57059238990769,7130,5.42204268276691,534.681554583567,4121.60903667356,62576.8745336932,"No",93162.0520197953,23.1231821898191,239.719766455393,24.3303844938055,26414.5325327736,90,"Below_30",1,829.421338623034,12,"Public_or_other","Public_Sector",635.370960445519,2,"No"
"Oranges",7,839.925176885621,90737.6061603713,"Military",279.975058961874,"No",324.091747660736,"Yes","Male","By_16:00",0.576048171147704,0.724516730988398,2.56009459961206,0.155154636595398,4.46282513672486,4.17565236799419,9851,19.6576967602596,420.027736847034,4080.97295030143,49995.2253551852,"Maybe",105035.46090179,20.4945782305232,195.084272614399,15.9491035155952,78676.0086996666,30,"30-45",2,647.03080525862,8,"Motorcycle_or_truck","Student_or_Unemployed",473.193334660432,1,"Yes"
"Purples",7,154.851125750455,22486.0429550832,"Social",51.6170419168184,"No",435.632150159239,"Yes","Female","After_16:00",0.345736416755244,0.482979112537578,4.93647329276428,0.246629784815013,6.26522094244137,5.3261005342938,5571,31.798259075731,451.951168577473,5260.22383874734,57206.9899558441,"No",189775.370252362,21.2591431759954,123.088244366677,20.6539150560275,2725.93605815941,70,"Below_30",1,746.952960582153,12,"Foot_or_bicycle","Services_or_Retail",593.267387693007,1,"Yes"
"Purples",4,439.785614147803,58445.1004723203,"Education",146.595204715934,"No",398.683576216375,"Yes","Female","By_16:00",0.0153347488958389,0.52041521971114,1.95848527131602,2.55627473583445,0.756627842783928,8.00685742404312,4098,33.2071074051782,379.663975867138,4746.16371389802,46684.0933687714,"No",158948.593944678,19.4849679462692,179.04498933403,74.5484524173662,21646.7492504227,100,"45_and_up",1,588.812772939496,15,"Motorcycle_or_truck","Hightech",414.493674074868,0,"No"
